"row_id","x","y","z","size","color","category","tooltip","date","nodeName"
"3007","1.6066","-40.6339","21.5131","16.55","94.3","Segment-07","Node 007 on 2025-03-28 | row 3007","2025-03-28","Node-007"
"3008","-6.3873","-39.7341","23.7526","17.6","99.1","Segment-08","Node 008 on 2025-03-29 | row 3008","2025-03-29","Node-008"
"3009","-3.3481","-38.7846","25.9146","4","103.9","Segment-09","Node 009 on 2025-03-30 | row 3009","2025-03-30","Node-009"
"3010","-0.2967","-37.7852","27.9971","5.05","93.65","Segment-10","Node 010 on 2025-03-31 | row 3010","2025-03-31","Node-010"
"3011","2.7661","-36.7363","29.9984","6.1","78.65","Segment-11","Node 011 on 2025-04-01 | row 3011","2025-04-01","Node-011"
"3012","5.8394","-35.638","31.9173","7.15","83.45","Segment-12","Node 012 on 2025-04-02 | row 3012","2025-04-02","Node-012"
"3013","8.9222","-34.4908","33.7524","8.2","88.25","Segment-01","Node 013 on 2025-04-03 | row 3013","2025-04-03","Node-013"
"3014","12.0137","-24.9248","35.5029","9.25","93.05","Segment-02","Node 014 on 2025-04-04 | row 3014","2025-04-04","Node-014"
"3015","15.1129","-23.6805","37.1681","10.3","97.85","Segment-03","Node 015 on 2025-04-05 | row 3015","2025-04-05","Node-015"
"3016","18.2188","-22.3885","38.7476","11.35","102.65","Segment-04","Node 016 on 2025-04-06 | row 3016","2025-04-06","Node-016"
"3017","-3.3193","-21.0491","40.2413","12.4","92.4","Segment-05","Node 017 on 2025-04-07 | row 3017","2025-04-07","Node-017"
"3018","-0.2026","-19.6631","41.6491","9.85","97.2","Segment-06","Node 018 on 2025-04-08 | row 3018","2025-04-08","Node-018"
"3019","2.9181","-18.231","42.9714","10.9","102","Segment-07","Node 019 on 2025-04-09 | row 3019","2025-04-09","Node-019"
"3020","6.0419","-16.7535","44.2089","11.95","106.8","Segment-08","Node 020 on 2025-04-10 | row 3020","2025-04-10","Node-020"
"3021","9.1678","-15.2314","45.3622","13","26.6","Segment-09","Node 021 on 2025-04-11 | row 3021","2025-04-11","Node-021"
"3022","12.2948","-13.6654","46.4325","14.05","11.6","Segment-10","Node 022 on 2025-04-12 | row 3022","2025-04-12","Node-022"
"3023","15.422","-37.8165","47.4211","15.1","16.4","Segment-11","Node 023 on 2025-04-13 | row 3023","2025-04-13","Node-023"
"3024","18.5485","-36.1655","48.3294","16.15","6.15","Segment-12","Node 024 on 2025-04-14 | row 3024","2025-04-14","Node-024"
"3025","21.6733","-34.4734","49.1593","17.2","10.95","Segment-01","Node 025 on 2025-04-15 | row 3025","2025-04-15","Node-025"
"3026","24.7954","-32.7412","49.9126","7.2","15.75","Segment-02","Node 026 on 2025-04-16 | row 3026","2025-04-16","Node-026"
"3027","27.914","-30.9699","50.5917","4.65","20.55","Segment-03","Node 027 on 2025-04-17 | row 3027","2025-04-17","Node-027"
"3028","31.028","-29.1607","51.1988","5.7","25.35","Segment-04","Node 028 on 2025-04-18 | row 3028","2025-04-18","Node-028"
"3029","34.1366","-27.3146","51.7365","6.75","30.15","Segment-05","Node 029 on 2025-04-19 | row 3029","2025-04-19","Node-029"
"3030","37.2387","-25.4328","52.2077","7.8","34.95","Segment-06","Node 030 on 2025-04-20 | row 3030","2025-04-20","Node-030"
"3031","40.3336","-23.5166","24.4053","8.85","24.7","Segment-07","Node 031 on 2025-04-21 | row 3031","2025-04-21","Node-031"
"3032","43.4202","-21.5673","24.7524","9.9","29.5","Segment-08","Node 032 on 2025-04-22 | row 3032","2025-04-22","Node-032"
"3033","46.4976","-19.5861","25.0424","10.95","14.5","Segment-09","Node 033 on 2025-04-23 | row 3033","2025-04-23","Node-033"
"3034","24.915","-17.5745","25.2786","12","19.3","Segment-10","Node 034 on 2025-04-24 | row 3034","2025-04-24","Node-034"
"3035","27.9714","-15.5337","25.4647","13.05","24.1","Segment-11","Node 035 on 2025-04-25 | row 3035","2025-04-25","Node-035"
"3036","31.0159","-13.4651","25.6044","10.5","28.9","Segment-12","Node 036 on 2025-04-26 | row 3036","2025-04-26","Node-036"
"3037","23.0276","-11.3704","25.7016","11.55","33.7","Segment-01","Node 037 on 2025-04-27 | row 3037","2025-04-27","Node-037"
"3038","26.0457","-9.2508","25.7601","12.6","23.45","Segment-02","Node 038 on 2025-04-28 | row 3038","2025-04-28","Node-038"
"3039","29.0492","-7.108","25.7841","13.65","28.25","Segment-03","Node 039 on 2025-04-29 | row 3039","2025-04-29","Node-039"
"3040","32.0375","-4.9435","25.7777","14.7","33.05","Segment-04","Node 040 on 2025-04-30 | row 3040","2025-04-30","Node-040"
"3041","35.0095","-2.7588","25.7451","15.75","37.85","Segment-05","Node 041 on 2025-05-01 | row 3041","2025-05-01","Node-041"
"3042","37.9644","-0.5555","25.6905","16.8","42.65","Segment-06","Node 042 on 2025-05-02 | row 3042","2025-05-02","Node-042"
"3043","40.9015","1.6648","25.6183","6.8","47.45","Segment-07","Node 043 on 2025-05-03 | row 3043","2025-05-03","Node-043"
"3044","43.8199","3.9004","25.5329","7.85","32.45","Segment-08","Node 044 on 2025-05-04 | row 3044","2025-05-04","Node-044"
"3045","46.7188","14.5197","25.4385","5.3","22.2","Segment-09","Node 045 on 2025-05-05 | row 3045","2025-05-05","Node-045"
"3046","49.5975","-8.9789","25.3395","6.35","27","Segment-10","Node 046 on 2025-05-06 | row 3046","2025-05-06","Node-046"
"3047","52.4552","-6.7072","25.2404","7.4","31.8","Segment-11","Node 047 on 2025-05-07 | row 3047","2025-05-07","Node-047"
"3048","55.291","-4.4269","25.1455","8.45","36.6","Segment-12","Node 048 on 2025-05-08 | row 3048","2025-05-08","Node-048"
"3049","58.1044","-2.1396","25.059","9.5","41.4","Segment-01","Node 049 on 2025-05-09 | row 3049","2025-05-09","Node-049"
"3050","60.8946","0.153","24.9853","10.55","46.2","Segment-02","Node 050 on 2025-05-10 | row 3050","2025-05-10","Node-050"
"3051","39.0108","2.4491","24.9286","11.6","51","Segment-03","Node 051 on 2025-05-11 | row 3051","2025-05-11","Node-051"
"3052","41.7524","4.7471","24.893","12.65","40.75","Segment-04","Node 052 on 2025-05-12 | row 3052","2025-05-12","Node-052"
"3053","44.4688","7.0451","24.8826","13.7","45.55","Segment-05","Node 053 on 2025-05-13 | row 3053","2025-05-13","Node-053"
"3054","47.1592","9.3415","24.9013","11.15","50.35","Segment-06","Node 054 on 2025-05-14 | row 3054","2025-05-14","Node-054"
"3055","49.8231","11.6346","24.9531","12.2","35.35","Segment-07","Node 055 on 2025-05-15 | row 3055","2025-05-15","Node-055"
"3056","52.4598","13.9226","25.0416","13.25","40.15","Segment-08","Node 056 on 2025-05-16 | row 3056","2025-05-16","Node-056"
"3057","55.0688","16.2038","25.1706","14.3","44.95","Segment-09","Node 057 on 2025-05-17 | row 3057","2025-05-17","Node-057"
"3058","57.6495","18.4766","25.3434","15.35","49.75","Segment-10","Node 058 on 2025-05-18 | row 3058","2025-05-18","Node-058"
"3059","60.2013","20.7392","25.5633","16.4","39.5","Segment-11","Node 059 on 2025-05-19 | row 3059","2025-05-19","Node-059"
"3060","62.7237","22.99","25.8337","6.4","44.3","Segment-12","Node 060 on 2025-05-20 | row 3060","2025-05-20","Node-060"
"3061","65.2161","25.2273","26.1573","7.45","49.1","Segment-01","Node 061 on 2025-05-21 | row 3061","2025-05-21","Node-061"
"3062","67.6783","27.4494","-1.6728","8.5","53.9","Segment-02","Node 062 on 2025-05-22 | row 3062","2025-05-22","Node-062"
"3063","70.1095","29.6547","-1.2341","5.95","58.7","Segment-03","Node 063 on 2025-05-23 | row 3063","2025-05-23","Node-063"
"3064","72.5095","31.8416","-0.7342","7","63.5","Segment-04","Node 064 on 2025-05-24 | row 3064","2025-05-24","Node-064"
"3065","74.8778","34.0085","-0.1708","8.05","68.3","Segment-05","Node 065 on 2025-05-25 | row 3065","2025-05-25","Node-065"
"3066","66.194","36.1539","0.458","9.1","38.25","Segment-06","Node 066 on 2025-05-26 | row 3066","2025-05-26","Node-066"
"3067","68.4977","38.2762","1.1542","10.15","43.05","Segment-07","Node 067 on 2025-05-27 | row 3067","2025-05-27","Node-067"
"3068","46.1187","40.3739","1.9193","11.2","47.85","Segment-08","Node 068 on 2025-05-28 | row 3068","2025-05-28","Node-068"
"3069","48.3565","16.6855","2.7547","12.25","52.65","Segment-09","Node 069 on 2025-05-29 | row 3069","2025-05-29","Node-069"
"3070","50.5608","18.7295","3.6614","13.3","57.45","Segment-10","Node 070 on 2025-05-30 | row 3070","2025-05-30","Node-070"
"3071","52.7315","20.7446","4.6405","14.35","62.25","Segment-11","Node 071 on 2025-05-31 | row 3071","2025-05-31","Node-071"
"3072","54.8682","22.7294","5.6925","11.8","67.05","Segment-12","Node 072 on 2025-06-01 | row 3072","2025-06-01","Node-072"
"3073","56.9707","24.6824","6.8178","12.85","56.8","Segment-01","Node 073 on 2025-06-02 | row 3073","2025-06-02","Node-073"
"3074","59.0389","26.6024","8.0168","13.9","61.6","Segment-02","Node 074 on 2025-06-03 | row 3074","2025-06-03","Node-074"
"3075","61.0725","28.4882","9.2892","14.95","66.4","Segment-03","Node 075 on 2025-06-04 | row 3075","2025-06-04","Node-075"
"3076","63.0714","38.7084","10.6348","16","71.2","Segment-04","Node 076 on 2025-06-05 | row 3076","2025-06-05","Node-076"
"3077","65.0355","40.522","12.053","6","56.2","Segment-05","Node 077 on 2025-06-06 | row 3077","2025-06-06","Node-077"
"3078","66.9647","42.2977","13.5431","7.05","61","Segment-06","Node 078 on 2025-06-07 | row 3078","2025-06-07","Node-078"
"3079","68.8589","44.0344","15.1039","8.1","65.8","Segment-07","Node 079 on 2025-06-08 | row 3079","2025-06-08","Node-079"
"3080","70.7181","45.7312","16.7344","9.15","55.55","Segment-08","Node 080 on 2025-06-09 | row 3080","2025-06-09","Node-080"
"3081","72.5422","47.3869","18.4329","6.6","60.35","Segment-09","Node 081 on 2025-06-10 | row 3081","2025-06-10","Node-081"
"3082","74.3312","49.0007","20.1977","7.65","65.15","Segment-10","Node 082 on 2025-06-11 | row 3082","2025-06-11","Node-082"
"3083","76.0852","50.5716","22.027","8.7","69.95","Segment-11","Node 083 on 2025-06-12 | row 3083","2025-06-12","Node-083"
"3084","77.8043","52.0987","23.9184","9.75","74.75","Segment-12","Node 084 on 2025-06-13 | row 3084","2025-06-13","Node-084"
"3085","54.8384","53.5814","25.8696","10.8","79.55","Segment-01","Node 085 on 2025-06-14 | row 3085","2025-06-14","Node-085"
"3086","56.4878","55.0187","27.8781","11.85","84.35","Segment-02","Node 086 on 2025-06-15 | row 3086","2025-06-15","Node-086"
"3087","58.1025","56.4101","29.941","12.9","74.1","Segment-03","Node 087 on 2025-06-16 | row 3087","2025-06-16","Node-087"
"3088","59.6828","57.7548","32.0554","13.95","59.1","Segment-04","Node 088 on 2025-06-17 | row 3088","2025-06-17","Node-088"
"3089","61.2287","59.0523","34.218","15","63.9","Segment-05","Node 089 on 2025-06-18 | row 3089","2025-06-18","Node-089"
"3090","62.7405","60.3021","36.4256","12.45","68.7","Segment-06","Node 090 on 2025-06-19 | row 3090","2025-06-19","Node-090"
"3091","64.2185","61.5036","38.6745","13.5","73.5","Segment-07","Node 091 on 2025-06-20 | row 3091","2025-06-20","Node-091"
"3092","65.6628","36.8965","40.9612","14.55","78.3","Segment-08","Node 092 on 2025-06-21 | row 3092","2025-06-21","Node-092"
"3093","67.0738","38.0004","15.0719","15.6","83.1","Segment-09","Node 093 on 2025-06-22 | row 3093","2025-06-22","Node-093"
"3094","68.4518","39.0549","17.4225","5.6","72.85","Segment-10","Node 094 on 2025-06-23 | row 3094","2025-06-23","Node-094"
"3095","58.7771","40.06","19.7989","6.65","77.65","Segment-11","Node 095 on 2025-06-24 | row 3095","2025-06-24","Node-095"
"3096","60.0901","41.0153","22.1971","7.7","82.45","Segment-12","Node 096 on 2025-06-25 | row 3096","2025-06-25","Node-096"
"3097","61.3711","41.9207","24.6126","8.75","87.25","Segment-01","Node 097 on 2025-06-26 | row 3097","2025-06-26","Node-097"
"3098","62.6205","42.7762","27.0411","9.8","92.05","Segment-02","Node 098 on 2025-06-27 | row 3098","2025-06-27","Node-098"
"3099","63.8388","43.5818","29.4782","7.25","77.05","Segment-03","Node 099 on 2025-06-28 | row 3099","2025-06-28","Node-099"
"3100","65.0264","44.3375","31.9192","8.3","81.85","Segment-04","Node 100 on 2025-06-29 | row 3100","2025-06-29","Node-100"
"3101","66.1838","45.0434","34.3596","9.35","71.6","Segment-05","Node 101 on 2025-06-30 | row 3101","2025-06-30","Node-101"
"3102","42.6614","45.6998","36.7949","10.4","76.4","Segment-06","Node 102 on 2025-07-01 | row 3102","2025-07-01","Node-102"
"3103","43.7598","46.3067","39.2202","11.45","81.2","Segment-07","Node 103 on 2025-07-02 | row 3103","2025-07-02","Node-103"
"3104","44.8296","46.8646","41.631","12.5","86","Segment-08","Node 104 on 2025-07-03 | row 3104","2025-07-03","Node-104"
"3105","45.8712","47.3738","44.0226","13.55","90.8","Segment-09","Node 105 on 2025-07-04 | row 3105","2025-07-04","Node-105"
"3106","46.8853","47.8347","46.3903","14.6","95.6","Segment-10","Node 106 on 2025-07-05 | row 3106","2025-07-05","Node-106"
"3107","47.8724","56.6177","48.7296","15.65","100.4","Segment-11","Node 107 on 2025-07-06 | row 3107","2025-07-06","Node-107"
"3108","48.8331","56.9833","51.0357","13.1","90.15","Segment-12","Node 108 on 2025-07-07 | row 3108","2025-07-07","Node-108"
"3109","49.7682","57.3022","53.3042","14.15","94.95","Segment-01","Node 109 on 2025-07-08 | row 3109","2025-07-08","Node-109"
"3110","50.6782","57.5749","55.5306","15.2","79.95","Segment-02","Node 110 on 2025-07-09 | row 3110","2025-07-09","Node-110"
"3111","51.5638","57.8022","57.7105","5.2","84.75","Segment-03","Node 111 on 2025-07-10 | row 3111","2025-07-10","Node-111"
"3112","52.4258","57.9848","59.8396","6.25","89.55","Segment-04","Node 112 on 2025-07-11 | row 3112","2025-07-11","Node-112"
"3113","53.2647","58.1235","61.9137","7.3","94.35","Segment-05","Node 113 on 2025-07-12 | row 3113","2025-07-12","Node-113"
"3114","54.0814","58.2191","63.9287","8.35","99.15","Segment-06","Node 114 on 2025-07-13 | row 3114","2025-07-13","Node-114"
"3115","54.8766","32.5126","65.8807","9.4","88.9","Segment-07","Node 115 on 2025-07-14 | row 3115","2025-07-14","Node-115"
"3116","55.651","32.5248","67.7657","10.45","93.7","Segment-08","Node 116 on 2025-07-15 | row 3116","2025-07-15","Node-116"
"3117","56.4054","32.4968","69.5802","7.9","98.5","Segment-09","Node 117 on 2025-07-16 | row 3117","2025-07-16","Node-117"
"3118","57.1407","32.4296","71.3207","8.95","103.3","Segment-10","Node 118 on 2025-07-17 | row 3118","2025-07-17","Node-118"
"3119","33.2075","32.3243","72.9837","10","108.1","Segment-11","Node 119 on 2025-07-18 | row 3119","2025-07-18","Node-119"
"3120","33.9067","32.1821","74.5662","11.05","112.9","Segment-12","Node 120 on 2025-07-19 | row 3120","2025-07-19","Node-120"
"3121","34.5891","32.004","76.0651","12.1","12.9","Segment-01","Node 121 on 2025-07-20 | row 3121","2025-07-20","Node-121"
"3122","35.2557","31.7915","77.4777","13.15","2.65","Segment-02","Node 122 on 2025-07-21 | row 3122","2025-07-21","Node-122"
"3123","35.9071","31.5456","78.8014","14.2","7.45","Segment-03","Node 123 on 2025-07-22 | row 3123","2025-07-22","Node-123"
"3124","25.5243","31.2677","51.8238","15.25","12.25","Segment-04","Node 124 on 2025-07-23 | row 3124","2025-07-23","Node-124"
"3125","26.1482","30.9592","52.9629","16.3","17.05","Segment-05","Node 125 on 2025-07-24 | row 3125","2025-07-24","Node-125"
"3126","26.7596","30.6214","54.0068","13.75","21.85","Segment-06","Node 126 on 2025-07-25 | row 3126","2025-07-25","Node-126"
"3127","27.3594","30.2558","54.9537","14.8","26.65","Segment-07","Node 127 on 2025-07-26 | row 3127","2025-07-26","Node-127"
"3128","27.9486","29.8638","55.8022","4.8","31.45","Segment-08","Node 128 on 2025-07-27 | row 3128","2025-07-27","Node-128"
"3129","28.5279","29.4468","56.5512","5.85","21.2","Segment-09","Node 129 on 2025-07-28 | row 3129","2025-07-28","Node-129"
"3130","29.0985","29.0064","57.1998","6.9","26","Segment-10","Node 130 on 2025-07-29 | row 3130","2025-07-29","Node-130"
"3131","29.661","28.5441","57.7471","7.95","30.8","Segment-11","Node 131 on 2025-07-30 | row 3131","2025-07-30","Node-131"
"3132","30.2166","28.0614","58.1929","9","15.8","Segment-12","Node 132 on 2025-07-31 | row 3132","2025-07-31","Node-132"
"3133","30.7661","27.56","58.537","10.05","20.6","Segment-01","Node 133 on 2025-08-01 | row 3133","2025-08-01","Node-133"
"3134","31.3104","27.0415","58.7794","11.1","25.4","Segment-02","Node 134 on 2025-08-02 | row 3134","2025-08-02","Node-134"
"3135","31.8506","26.5074","58.9204","8.55","30.2","Segment-03","Node 135 on 2025-08-03 | row 3135","2025-08-03","Node-135"
"3136","7.7374","25.9595","58.9608","9.6","19.95","Segment-04","Node 136 on 2025-08-04 | row 3136","2025-08-04","Node-136"
"3137","8.272","25.3993","58.9014","10.65","24.75","Segment-05","Node 137 on 2025-08-05 | row 3137","2025-08-05","Node-137"
"3138","8.8051","7.4387","58.7432","11.7","29.55","Segment-06","Node 138 on 2025-08-06 | row 3138","2025-08-06","Node-138"
"3139","9.3379","6.8591","58.4877","12.75","34.35","Segment-07","Node 139 on 2025-08-07 | row 3139","2025-08-07","Node-139"
"3140","9.8712","6.2725","58.1366","13.8","39.15","Segment-08","Node 140 on 2025-08-08 | row 3140","2025-08-08","Node-140"
"3141","10.4059","5.6804","57.6915","14.85","43.95","Segment-09","Node 141 on 2025-08-09 | row 3141","2025-08-09","Node-141"
"3142","10.943","5.0845","57.1548","15.9","48.75","Segment-10","Node 142 on 2025-08-10 | row 3142","2025-08-10","Node-142"
"3143","11.4835","4.4867","56.5288","16.95","18.7","Segment-11","Node 143 on 2025-08-11 | row 3143","2025-08-11","Node-143"
"3144","12.0283","3.8886","55.816","14.4","23.5","Segment-12","Node 144 on 2025-08-12 | row 3144","2025-08-12","Node-144"
"3145","12.5784","3.2919","55.0193","4.4","28.3","Segment-01","Node 145 on 2025-08-13 | row 3145","2025-08-13","Node-145"
"3146","13.1346","2.6984","54.1417","5.45","33.1","Segment-02","Node 146 on 2025-08-14 | row 3146","2025-08-14","Node-146"
"3147","13.6979","2.1098","53.1865","6.5","37.9","Segment-03","Node 147 on 2025-08-15 | row 3147","2025-08-15","Node-147"
"3148","14.2692","1.5278","52.1571","7.55","42.7","Segment-04","Node 148 on 2025-08-16 | row 3148","2025-08-16","Node-148"
"3149","14.8495","0.954","51.0572","8.6","47.5","Segment-05","Node 149 on 2025-08-17 | row 3149","2025-08-17","Node-149"
"3150","15.4397","0.3902","49.8906","9.65","37.25","Segment-06","Node 150 on 2025-08-18 | row 3150","2025-08-18","Node-150"
"3151","16.0406","-0.1619","48.6614","10.7","42.05","Segment-07","Node 151 on 2025-08-19 | row 3151","2025-08-19","Node-151"
"3152","16.6532","-0.7006","47.3737","11.75","46.85","Segment-08","Node 152 on 2025-08-20 | row 3152","2025-08-20","Node-152"
"3153","-18.3917","-1.2244","46.0319","9.2","51.65","Segment-09","Node 153 on 2025-08-21 | row 3153","2025-08-21","Node-153"
"3154","-17.7531","-1.7316","44.6405","10.25","36.65","Segment-10","Node 154 on 2025-08-22 | row 3154","2025-08-22","Node-154"
"3155","-17.1002","-2.2206","14.9941","11.3","41.45","Segment-11","Node 155 on 2025-08-23 | row 3155","2025-08-23","Node-155"
"3156","-16.4322","-2.6897","13.5174","12.35","46.25","Segment-12","Node 156 on 2025-08-24 | row 3156","2025-08-24","Node-156"
"3157","-15.7481","-3.1374","12.0054","13.4","36","Segment-01","Node 157 on 2025-08-25 | row 3157","2025-08-25","Node-157"
"3158","-15.0472","-3.5623","10.4629","14.45","40.8","Segment-02","Node 158 on 2025-08-26 | row 3158","2025-08-26","Node-158"
"3159","-14.3286","-3.9626","8.895","15.5","45.6","Segment-03","Node 159 on 2025-08-27 | row 3159","2025-08-27","Node-159"
"3160","-13.5916","-4.3371","7.3069","16.55","50.4","Segment-04","Node 160 on 2025-08-28 | row 3160","2025-08-28","Node-160"
"3161","-12.8352","-30.4441","5.7037","17.6","55.2","Segment-05","Node 161 on 2025-08-29 | row 3161","2025-08-29","Node-161"
"3162","-12.0588","-30.7623","4.0905","4","60","Segment-06","Node 162 on 2025-08-30 | row 3162","2025-08-30","Node-162"
"3163","-11.2616","-31.0503","2.4728","5.05","64.8","Segment-07","Node 163 on 2025-08-31 | row 3163","2025-08-31","Node-163"
"3164","-10.4427","-31.3068","0.8557","6.1","54.55","Segment-08","Node 164 on 2025-09-01 | row 3164","2025-09-01","Node-164"
"3165","-9.6016","-31.5304","-0.7554","7.15","39.55","Segment-09","Node 165 on 2025-09-02 | row 3165","2025-09-02","Node-165"
"3166","-8.7373","-31.7199","-2.3553","8.2","44.35","Segment-10","Node 166 on 2025-09-03 | row 3166","2025-09-03","Node-166"
"3167","-7.8493","-31.8739","-3.9388","9.25","49.15","Segment-11","Node 167 on 2025-09-04 | row 3167","2025-09-04","Node-167"
"3168","-6.9369","-31.9914","-5.5006","10.3","53.95","Segment-12","Node 168 on 2025-09-05 | row 3168","2025-09-05","Node-168"
"3169","-5.9994","-23.7012","-7.0356","11.35","58.75","Segment-01","Node 169 on 2025-09-06 | row 3169","2025-09-06","Node-169"
"3170","-29.686","-23.7421","-8.5386","12.4","63.55","Segment-02","Node 170 on 2025-09-07 | row 3170","2025-09-07","Node-170"
"3171","-28.6963","-23.7432","-10.0046","9.85","53.3","Segment-03","Node 171 on 2025-09-08 | row 3171","2025-09-08","Node-171"
"3172","-27.6796","-23.7033","-11.4288","10.9","58.1","Segment-04","Node 172 on 2025-09-09 | row 3172","2025-09-09","Node-172"
"3173","-26.6352","-23.6216","-12.8061","11.95","62.9","Segment-05","Node 173 on 2025-09-10 | row 3173","2025-09-10","Node-173"
"3174","-25.5627","-23.4971","-14.132","13","67.7","Segment-06","Node 174 on 2025-09-11 | row 3174","2025-09-11","Node-174"
"3175","-24.4615","-23.3289","-15.4018","14.05","72.5","Segment-07","Node 175 on 2025-09-12 | row 3175","2025-09-12","Node-175"
"3176","-23.3309","-23.1163","-16.611","15.1","57.5","Segment-08","Node 176 on 2025-09-13 | row 3176","2025-09-13","Node-176"
"3177","-22.1706","-22.8585","-17.7554","16.15","62.3","Segment-09","Node 177 on 2025-09-14 | row 3177","2025-09-14","Node-177"
"3178","-20.98","-22.5548","-18.8307","17.2","52.05","Segment-10","Node 178 on 2025-09-15 | row 3178","2025-09-15","Node-178"
"3179","-19.7587","-22.2045","-19.833","7.2","56.85","Segment-11","Node 179 on 2025-09-16 | row 3179","2025-09-16","Node-179"
"3180","-18.5062","-21.807","-20.7585","4.65","61.65","Segment-12","Node 180 on 2025-09-17 | row 3180","2025-09-17","Node-180"
"3181","-17.2221","-21.3619","-21.6035","5.7","66.45","Segment-01","Node 181 on 2025-09-18 | row 3181","2025-09-18","Node-181"
"3182","-26.926","-20.8686","-22.3646","6.75","71.25","Segment-02","Node 182 on 2025-09-19 | row 3182","2025-09-19","Node-182"
"3183","-25.5775","-20.3266","-23.0386","7.8","76.05","Segment-03","Node 183 on 2025-09-20 | row 3183","2025-09-20","Node-183"
"3184","-24.1963","-45.4957","-23.6226","8.85","80.85","Segment-04","Node 184 on 2025-09-21 | row 3184","2025-09-21","Node-184"
"3185","-22.7821","-44.8556","-24.1137","9.9","70.6","Segment-05","Node 185 on 2025-09-22 | row 3185","2025-09-22","Node-185"
"3186","-21.3344","-44.1659","-52.7195","10.95","75.4","Segment-06","Node 186 on 2025-09-23 | row 3186","2025-09-23","Node-186"
"3187","-44.5032","-43.4264","-53.0175","12","60.4","Segment-07","Node 187 on 2025-09-24 | row 3187","2025-09-24","Node-187"
"3188","-42.988","-42.6372","-53.2157","13.05","65.2","Segment-08","Node 188 on 2025-09-25 | row 3188","2025-09-25","Node-188"
"3189","-41.4387","-41.798","-53.3123","10.5","70","Segment-09","Node 189 on 2025-09-26 | row 3189","2025-09-26","Node-189"
"3190","-39.8551","-40.9089","-53.3058","11.55","74.8","Segment-10","Node 190 on 2025-09-27 | row 3190","2025-09-27","Node-190"
"3191","-38.237","-39.9699","-53.1949","12.6","79.6","Segment-11","Node 191 on 2025-09-28 | row 3191","2025-09-28","Node-191"
"3192","-36.5842","-38.9811","-52.9784","13.65","69.35","Segment-12","Node 192 on 2025-09-29 | row 3192","2025-09-29","Node-192"
"3193","-34.8967","-37.9427","-52.6555","14.7","74.15","Segment-01","Node 193 on 2025-09-30 | row 3193","2025-09-30","Node-193"
"3194","-33.1742","-36.8549","-52.2259","15.75","78.95","Segment-02","Node 194 on 2025-10-01 | row 3194","2025-10-01","Node-194"
"3195","-31.4168","-35.718","-51.689","16.8","83.75","Segment-03","Node 195 on 2025-10-02 | row 3195","2025-10-02","Node-195"
"3196","-29.6243","-34.5323","-51.0451","6.8","88.55","Segment-04","Node 196 on 2025-10-03 | row 3196","2025-10-03","Node-196"
"3197","-27.7968","-33.2983","-50.2943","7.85","93.35","Segment-05","Node 197 on 2025-10-04 | row 3197","2025-10-04","Node-197"
"3198","-25.9342","-32.0163","-49.4371","5.3","78.35","Segment-06","Node 198 on 2025-10-05 | row 3198","2025-10-05","Node-198"
"3199","-24.0366","-30.687","-48.4743","6.35","68.1","Segment-07","Node 199 on 2025-10-06 | row 3199","2025-10-06","Node-199"
"3200","-22.104","-20.9408","-47.4069","7.4","72.9","Segment-08","Node 200 on 2025-10-07 | row 3200","2025-10-07","Node-200"
"3201","-20.1364","-19.5184","-46.2363","8.45","77.7","Segment-09","Node 201 on 2025-10-08 | row 3201","2025-10-08","Node-201"
"3202","-18.1341","-18.0505","-44.9638","9.5","82.5","Segment-10","Node 202 on 2025-10-09 | row 3202","2025-10-09","Node-202"
"3203","-16.0971","-16.5378","-43.5914","10.55","87.3","Segment-11","Node 203 on 2025-10-10 | row 3203","2025-10-10","Node-203"
"3204","-38.6756","-14.9811","-42.121","11.6","92.1","Segment-12","Node 204 on 2025-10-11 | row 3204","2025-10-11","Node-204"
"3205","-36.5697","-13.3812","-40.5549","12.65","96.9","Segment-01","Node 205 on 2025-10-12 | row 3205","2025-10-12","Node-205"
"3206","-34.4296","-11.7391","-38.8955","13.7","86.65","Segment-02","Node 206 on 2025-10-13 | row 3206","2025-10-13","Node-206"
"3207","-32.2557","-35.8157","-37.1455","11.15","91.45","Segment-03","Node 207 on 2025-10-14 | row 3207","2025-10-14","Node-207"
"3208","-30.048","-34.0919","-35.3079","12.2","96.25","Segment-04","Node 208 on 2025-10-15 | row 3208","2025-10-15","Node-208"
"3209","-27.807","-32.3288","-33.3856","13.25","81.25","Segment-05","Node 209 on 2025-10-16 | row 3209","2025-10-16","Node-209"
"3210","-25.5328","-30.5275","-31.3821","14.3","86.05","Segment-06","Node 210 on 2025-10-17 | row 3210","2025-10-17","Node-210"
"3211","-34.2459","-28.6891","-29.3007","15.35","90.85","Segment-07","Node 211 on 2025-10-18 | row 3211","2025-10-18","Node-211"
"3212","-31.9065","-26.8149","-27.1452","16.4","95.65","Segment-08","Node 212 on 2025-10-19 | row 3212","2025-10-19","Node-212"
"3213","-29.5351","-24.9059","-24.9194","6.4","85.4","Segment-09","Node 213 on 2025-10-20 | row 3213","2025-10-20","Node-213"
"3214","-27.1321","-22.9635","-22.6271","7.45","90.2","Segment-10","Node 214 on 2025-10-21 | row 3214","2025-10-21","Node-214"
"3215","-24.6977","-20.989","-20.2726","8.5","95","Segment-11","Node 215 on 2025-10-22 | row 3215","2025-10-22","Node-215"
